gene_ID	segment_number	seed	N_CG	L_locus	CG_density	Col0_meth_frac	CG_spacing	mean_h2az	max_h2az	locus_gain_rate_mu	locus_gain_rate_sigma	locus_loss_rate_mu	locus_loss_rate_sigma
AT3G50030	8251	33003	54	1655	0.03202416918429003	0.09803921568627451	31.22641509433962	5.64684096983501	14.642000389099099	1.1100454674623471e-05	7.1595781368095944e-06	0.0	0.0
AT3G50040	8252	33007	34	2093	0.015766841853798376	0.25	63.42424242424242	2.7084226857532205	4.56289205551147	2.127587145969499e-05	1.3722524762218392e-05	7.659313725490196e-06	1.5318627450980392e-05
AT3G50050	8253	33011	90	3333	0.026702670267026704	0.28888888888888886	37.44943820224719	1.6418734228238503	4.9246440410614	7.978451797385621e-06	5.145946785831897e-06	4.556309703368527e-05	9.426847662141778e-06
AT3G50080	8254	33015	74	1747	0.04178591871780195	0.0945945945945946	23.931506849315067	3.3814170663294	17.387302207946803	7.621207687054922e-06	4.915531258108082e-06	9.628851540616246e-05	6.628044287815445e-05
AT3G50090	8255	33019	32	1783	0.017386427369601793	0.0	57.51612903225807	5.36022032224215	25.181639671325698	0.0	0.0	nan	nan
AT3G50100	8256	33023	51	2186	0.022872827081427266	0.2549019607843137	43.72	2.4674345140655802	6.79753999710083	0.0	0.0	1.099798893916541e-05	1.2955962875872488e-05
AT3G50210	8258	33031	41	2317	0.017263703064307294	0.15	57.925	1.6815451767295602	4.151829957962041	3.424163783160323e-05	1.5984398663554966e-05	1.0212418300653594e-05	2.0424836601307188e-05
AT3G50230	8259	33035	118	2682	0.0436241610738255	0.03418803418803419	22.923076923076923	3.26652957472885	5.91920204162598	3.43426456128174e-06	2.7292767204836707e-06	0.00026041666666666666	7.710206735366371e-05
AT3G50240	8260	33039	102	5559	0.01816873538406188	0.22549019607843138	55.03960396039604	1.82536277750082	6.30454006195068	0.0	0.0	2.6641091219096333e-06	5.328218243819267e-06
AT3G50360	8261	33043	37	1619	0.022235948116121063	0.05405405405405406	44.97222222222222	1.94703327106202	4.8246639251709	1.4589169000933706e-05	9.409731265521182e-06	0.0	0.0
AT3G50370	8262	33047	190	8331	0.022686352178610012	0.5319148936170213	44.079365079365076	0.8468873408242801	5.16357207298279	2.6459447415329766e-05	8.355614973262032e-06	1.5931372549019605e-05	9.279262002941622e-06
AT3G50380	8263	33051	308	14321	0.021437050485301305	0.3961038961038961	46.648208469055376	0.5879326723567729	5.01256990432739	1.1969393492163891e-05	3.235232593351658e-06	2.4275420550733954e-05	3.0135004821600772e-06
AT3G50420	8264	33055	100	2674	0.03702318623784592	0.07	27.01010101010101	1.57180362495509	5.16679801940918	3.5139503830205916e-06	2.4847381445869265e-06	0.00014589169000933706	9.409731265521182e-05
AT3G50430	8265	33059	67	3715	0.017765814266487216	0.2537313432835821	56.28787878787878	1.1825656336389099	5.68508996963501	1.1437908496732026e-05	5.660296756761037e-06	1.9223375624759706e-05	1.3592979261563773e-05
AT3G50560	8270	33079	66	2878	0.022585128561501043	0.016129032258064516	44.276923076923076	1.6965968018577902	3.00881600379944	0.0	0.0	0.0	0.0
AT3G50590	8272	33087	204	8582	0.02365415986949429	0.46798029556650245	42.275862068965516	0.588218776760406	4.89644002914429	1.0023299443234084e-05	5.571789466327855e-06	1.2039903680770554e-05	8.06745056729176e-06
AT3G50620	8273	33091	43	2257	0.01860877270713336	0.4	53.73809523809524	1.73569330103854	4.933597946166991	2.5531045751633984e-05	1.9555292233585338e-05	3.829656862745098e-06	7.659313725490196e-06
AT3G50670	8275	33099	88	3438	0.02530541012216405	0.29545454545454547	39.51724137931034	0.966509485034875	3.4219159603118903	1.877767235926629e-05	8.765637976788209e-06	1.9639265962795376e-05	1.2666945934355441e-05
AT3G50690	8276	33103	54	2420	0.021900826446280993	0.29411764705882354	45.660377358490564	1.31698103833199	3.17024602890015	7.37563543936093e-06	5.67356572258533e-06	0.0	0.0
AT3G50720	8277	33107	37	1844	0.019522776572668113	0.05555555555555555	51.22222222222222	2.27551858394574	3.4595080852508504	3.6043829296424446e-05	1.4417531718569781e-05	0.00032679738562091506	0.00011554032372329208
AT3G50790	8278	33111	74	2300	0.03173913043478261	0.04054054054054054	31.506849315068493	3.04568602566918	12.5974381446838	3.7397588143238513e-06	2.8767375494798857e-06	4.7657952069716773e-05	5.614250579544745e-05
AT3G50910	8279	33115	97	2885	0.033275563258232235	0.21875	30.052083333333332	1.68078275413836	5.23638806343079	1.2254901960784315e-05	1.6339869281045755e-06	2.2370059134765018e-05	1.5682885442535305e-05
AT3G50950	8280	33119	102	3087	0.03271784904437966	0.4895833333333333	30.56435643564356	1.18257003210245	3.65722603797913	2.2092170201413897e-05	1.2280678823743025e-05	1.9121123626755668e-05	3.4765679321373943e-06
AT3G50960	8281	33123	29	1590	0.01761006289308176	0.1111111111111111	56.785714285714285	2.04045035698348	4.0330340385437	0.0	0.0	0.0	0.0
AT3G51040	8282	33127	55	1714	0.03150525087514586	0.14814814814814814	31.74074074074074	2.04536430920873	5.35232601165771	0.0	0.0	0.0	0.0
AT3G51050	8283	33131	120	3943	0.03018006593963987	0.3949579831932773	33.134453781512605	0.8329689410293392	4.93045401573181	9.077705156136529e-06	3.209453436758113e-06	2.2163120567375885e-05	6.561878072652229e-06
AT3G51070	8284	33135	89	3220	0.02732919254658385	0.10465116279069768	36.59090909090909	2.09131222308522	5.47732801437378	1.2201850437144555e-05	4.374740711333567e-06	0.00010893246187363834	0.0
AT3G51075	8285	33139	100	4107	0.02410518626734843	0.09278350515463918	41.484848484848484	2.25666074544884	5.930670070648191	9.51611705288176e-06	8.316841608719974e-06	0.0	0.0
AT3G51090	8286	33143	63	2038	0.03042198233562316	0.19047619047619047	32.87096774193548	2.72039980387146	6.662411975860599	0.0	0.0	2.212690631808279e-05	1.702069716775599e-05
AT3G51100	8287	33147	60	1932	0.030538302277432712	0.0847457627118644	32.74576271186441	1.5226700503296298	3.18542203903198	0.0	0.0	5.310457516339869e-05	4.084967320261438e-05
AT3G51110	8288	33151	83	2173	0.03773584905660377	0.08641975308641975	26.5	1.85171174445878	5.51473190784454	8.832361773538243e-06	3.122711451980867e-06	6.711017740429504e-05	4.704865632760591e-05
AT3G51120	8289	33155	154	5926	0.02581842726965913	0.4407894736842105	38.73202614379085	0.7178831903294459	5.718521976470949	3.844675124951941e-06	5.437191704625509e-06	1.2498780606770071e-05	4.91553125810808e-06
AT3G51130	8290	33159	97	3499	0.02743641040297228	0.25773195876288657	36.447916666666664	1.0427383606632499	3.59762210845947	6.808278867102396e-06	7.861523273279218e-06	4.1666666666666665e-05	1.233633077658619e-05
AT3G51140	8291	33163	76	2243	0.03343736067766384	0.17105263157894737	29.90666666666667	2.4869090077724905	6.15601797103882	8.105093889407614e-06	5.227628480845101e-06	2.513826043237808e-05	1.777543441896801e-05
AT3G51150	8292	33167	152	6072	0.024868247694334652	0.2214765100671141	40.211920529801326	3.13350208440135	12.2990960121155	1.16210277214334e-05	4.045922531086622e-06	3.775500099029511e-05	6.189344424638542e-06
AT3G51180	8293	33171	67	2934	0.022494887525562373	0.014925373134328358	44.45454545454545	1.7407711894313502	3.9646919727325396	0.0	0.0	0.000326797385620915	0.00023108064744658416
AT3G51250	8294	33175	69	2512	0.027070063694267517	0.07352941176470588	36.94117647058823	3.0964005316679297	15.8896881580353	9.726112667289138e-07	1.9452225334578276e-06	2.8594771241830065e-05	3.368550347726847e-05
AT3G51260	8295	33179	61	2158	0.027803521779425393	0.16393442622950818	35.96666666666667	1.2488143432802599	3.03967394828796	5.606817890554915e-06	6.605000681817347e-06	2.8594771241830065e-05	3.368550347726847e-05
AT3G51270	8296	33183	65	3424	0.018691588785046728	0.27692307692307694	53.50000000000001	1.4296982152121398	5.21217007637024	2.6074259491030456e-06	5.214851898206091e-06	1.9290123456790123e-05	2.2351256812354995e-05
AT3G51290	8297	33187	107	4557	0.02326091727013386	0.09523809523809523	42.99056603773585	3.4563900171494	8.55731801986694	0.0	0.0	1.4297385620915032e-05	1.6842751738634235e-05
AT3G51310	8298	33191	120	5042	0.02360174533915113	0.4117647058823529	42.36974789915966	0.759816703114372	3.47311596870422	1.342203548085901e-05	4.812214782466925e-06	9.587168200613578e-06	6.721236618229415e-06
AT3G51320	8299	33195	56	2031	0.02708025603151157	0.16071428571428573	36.92727272727273	3.12233190806139	11.904533958435099	2.6074259491030456e-06	5.214851898206091e-06	0.0	0.0
AT3G51325	8300	33199	30	1197	0.02422723475355054	0.10344827586206896	41.275862068965516	2.6751364930470802	3.6750160694122305	0.0	0.0	0.0	0.0
AT3G51330	8301	33203	84	3132	0.026500638569604086	0.13253012048192772	37.734939759036145	2.97240930935368	14.031097793579098	0.0	0.0	5.199049316696375e-05	2.5728621621641075e-05
AT3G51340	8302	33207	87	3256	0.026412776412776413	0.1839080459770115	37.86046511627907	4.242430688552	17.935332107543896	4.574012703673019e-05	2.5426194184369366e-05	8.425245098039216e-05	2.9332938350378003e-05
AT3G51350	8303	33211	99	3260	0.030061349693251534	0.3877551020408163	33.26530612244898	3.9680217438575	20.314900016784698	2.4850217864923748e-05	5.489009904887356e-06	1.5049879600963192e-05	7.447758890475049e-06
AT3G51360	8304	33215	63	2447	0.025337147527584796	0.07936507936507936	39.46774193548387	4.54222863854146	16.9533802032471	5.634437683119224e-06	3.984149093906623e-06	8.57843137254902e-05	0.00010105651043180541
AT3G51390	8306	33223	50	2377	0.020614219604543543	0.1	48.51020408163265	1.93256847588521	10.4634179115295	6.35439360929557e-06	7.485667439392994e-06	4.084967320261438e-05	4.901960784313725e-05
AT3G51460	8307	33227	95	4843	0.01940945694817262	0.20212765957446807	51.52127659574469	1.02829763972097	4.72576394081116	1.388888888888889e-05	1.6339869281045736e-06	0.0	0.0
AT3G51480	8308	33231	83	3914	0.020950434338272865	0.3855421686746988	47.73170731707317	2.52868167789919	6.08976001739502	1.641996667948225e-05	3.3025003409086733e-06	1.0212418300653594e-05	1.444254046541151e-05
AT3G51490	8309	33235	78	2694	0.02858203414996288	0.4533333333333333	34.98701298701299	3.61713808461771	14.0982400894165	1.1457835166586959e-05	8.032697421786377e-06	3.784602076124567e-05	1.5984398663554966e-05
AT3G51520	8310	33239	50	2026	0.02418558736426456	0.1	41.3469387755102	2.72181497063902	13.366119956970199	1.3616557734204794e-05	1.0429489191245513e-05	0.0	0.0
AT3G51530	8311	33243	52	1814	0.028114663726571114	0.16	35.568627450980394	1.7260256099700901	4.80668807029724	0.0	0.0	4.0849673202614376e-05	2.888508093082302e-05
AT3G51540	8312	33247	53	2141	0.024287716020551145	0.057692307692307696	41.17307692307692	3.31519710992245	8.31195411682129	0.0	0.0	0.0	0.0
AT3G51550	8313	33251	114	3331	0.03392374662263584	0.32142857142857145	29.477876106194692	1.6582643648581699	4.34046001434326	1.1018661850705194e-05	2.216151544557136e-06	2.212690631808279e-05	6.518430744528447e-06
AT3G51560	8314	33255	99	4158	0.02356902356902357	0.010309278350515464	42.42857142857143	3.06496613025665	10.5110538005829	0.0	0.0	0.00040849673202614375	0.0002830148378380518
AT3G51570	8315	33259	94	4057	0.022923342371210253	0.13978494623655913	43.623655913978496	2.88872600124123	7.86029214859009	5.106209150326797e-06	3.537685472975648e-06	6.441679235796883e-05	1.295596287587249e-05
AT3G51580	8316	33263	79	2614	0.029839326702371844	0.16883116883116883	33.51282051282051	1.93777189878402	11.9945081710815	7.978451797385621e-06	5.145946785831897e-06	5.9703368526897943e-05	1.885369532428356e-05
AT3G51600	8317	33267	33	987	0.03242147922998987	0.0	30.843749999999996	1.81022453722746	3.0497980594635	4.33254109724698e-06	5.103864163222495e-06	nan	nan
AT3G51610	8318	33271	57	2536	0.022082018927444796	0.17543859649122806	45.285714285714285	1.22568983308695	4.58575191497803	0.0	0.0	7.761437908496732e-05	2.4509803921568633e-05
AT3G51620	8319	33275	103	4607	0.02214022140221402	0.4411764705882353	45.16666666666667	0.864718715207917	3.25980200767517	0.0	0.0	4.039578794480755e-05	1.705545953890335e-05
AT3G51630	8320	33279	94	3254	0.02858020897357099	0.43478260869565216	34.98924731182795	1.3802282831339698	5.31705193519592	1.1783559577677225e-06	2.356711915535445e-06	0.0	0.0
AT3G51640	8321	33283	83	3626	0.022614451185879757	0.32894736842105265	44.21951219512195	0.9757864367781259	4.45005798339844	1.2815583749839806e-05	4.530993087187926e-06	5.964052287581699e-05	1.3173623771729655e-05
AT3G51650	8322	33287	95	4303	0.021845224262142693	0.32222222222222224	45.77659574468085	1.16397892521694	3.6916880130767797	4.352834029786778e-06	3.3483338690667523e-06	1.4086094207798062e-05	9.759132339243167e-06
AT3G51730	8324	33295	49	2016	0.023809523809523808	0.375	42.0	1.622398266622	4.13749799728394	2.3828976034858387e-05	6.8082788671023955e-06	2.609840232389252e-05	1.8296699682957855e-05
AT3G51740	8325	33299	97	3267	0.02938475665748393	0.0	34.03125	3.3576591407551497	10.373560047149699	0.0	0.0	nan	nan
AT3G51770	8326	33303	137	4614	0.029475509319462505	0.19696969696969696	33.9264705882353	1.1772452944113603	4.00453791618347	3.9308176100628936e-05	1.7508041514984195e-05	3.0637254901960784e-05	2.0902675175418034e-05
AT3G51800	8328	33311	52	2794	0.01825340014316392	0.038461538461538464	54.7843137254902	1.31096108951445	5.85222806930542	0.0	0.0	0.0	0.0
AT3G51830	8330	33319	104	4962	0.020757758968158	0.1346153846153846	48.174757281553404	1.02804226335854	6.786347913742071	1.0212418300653596e-05	3.42675854905172e-06	1.8965919701213816e-05	1.4589169000933704e-05
AT3G51840	8331	33323	92	3862	0.023562920766442258	0.25274725274725274	42.43956043956044	0.9191494365781551	3.4729879856109602	1.351643598615917e-05	1.802191464821222e-06	7.015487354362034e-05	1.7492287940103904e-05
AT3G51850	8332	33327	91	3182	0.028284098051539912	0.17777777777777778	35.355555555555554	1.36947575081402	5.1318819999694805	8.832361773538245e-06	6.245422903961734e-06	7.276348039215686e-05	3.3966847160054306e-05
AT3G51930	8334	33335	61	1568	0.03826530612244898	0.0	26.133333333333333	7.90981268634399	32.8448207855225	0.0	0.0	nan	nan
AT3G51940	8335	33339	40	1931	0.02019678922837908	0.175	49.51282051282051	3.72126741620099	21.9266399383545	1.7330164388987918e-05	8.576207207213692e-06	0.0	0.0
AT3G51970	8336	33343	50	1216	0.04029605263157895	0.0625	24.816326530612244	3.85462740751413	8.15404195785522	1.134713144517066e-05	7.318679873183143e-06	8.850762527233116e-05	6.808278867102396e-05
AT3G52030	8338	33351	63	2430	0.02551440329218107	0.047619047619047616	39.193548387096776	2.53929504156113	9.79730215072632	0.0	0.0	4.7657952069716773e-05	5.614250579544745e-05
AT3G52050	8339	33355	88	4496	0.01935053380782918	0.3793103448275862	51.67816091954023	0.917389484819897	3.91386604309082	1.1347131445170661e-06	2.2694262890341322e-06	8.046147752030106e-06	6.189344424638542e-06
AT3G52080	8340	33359	97	2919	0.0328879753340185	0.10752688172043011	30.40625	2.71049961496572	6.9540719985961905	1.008937711630837e-05	2.0292471974258123e-06	6.1274509803921575e-06	1.2254901960784315e-05
AT3G52100	8341	33363	90	3636	0.024477447744774478	0.1927710843373494	40.853932584269664	1.9558606700285501	5.38052606582642	7.621207687054922e-06	4.915531258108082e-06	7.404003267973856e-05	1.5318627450980392e-05
AT3G52120	8342	33367	65	3468	0.01845444059976932	0.171875	54.1875	1.17493978711501	6.040110015869139	0.0	0.0	2.5995246583481875e-05	3.062318497933497e-05
AT3G52130	8343	33371	18	496	0.034274193548387094	0.5	29.176470588235297	0.5162597268819811	1.37915297746658	3.177196804647785e-05	3.7428337196964966e-05	4.538852578068264e-05	3.144609309311687e-05
AT3G52140	8344	33375	163	8797	0.018415368875753096	0.48466257668711654	54.302469135802475	0.7284861257948569	5.694478130340579	1.2157640834111422e-05	8.753501400560223e-06	2.430297013320096e-05	8.33773656438586e-06
AT3G52155	8345	33379	47	1857	0.024771136241249325	0.0425531914893617	40.369565217391305	1.65928689975564	3.6480740070343	0.0	0.0	0.0	0.0
AT3G52160	8346	33383	41	1361	0.029390154298310066	0.5365853658536586	34.025	1.7404225298336597	5.982452011108401	1.3974888200894393e-05	1.0749914000687994e-05	0.0	0.0
AT3G52170	8347	33387	56	2715	0.020257826887661142	0.3090909090909091	49.36363636363636	2.2259697782141803	6.45066995620728	1.3437392500859993e-05	8.666857744558985e-06	1.9223375624759706e-05	1.3592979261563773e-05
AT3G52180	8348	33391	63	4063	0.015259660349495446	0.1746031746031746	65.53225806451613	2.6735983371007697	16.2014700889587	0.0	0.0	0.0	0.0
AT3G52190	8349	33395	51	3341	0.014965579167913799	0.13725490196078433	66.82	1.24547020002552	4.62974600791931	0.0	0.0	0.0	0.0
AT3G52200	8350	33399	117	6203	0.01870062872803482	0.2222222222222222	53.474137931034484	0.6642043474269661	3.4688880443573	5.835667600373483e-06	4.4889750772103715e-06	0.00010212418300653595	1.295596287587249e-05
AT3G52210	8351	33403	56	2444	0.022504091653027823	0.07142857142857142	44.43636363636364	2.64632447896635	13.9345063209534	5.106209150326798e-06	3.927853192559075e-06	0.0	0.0
AT3G52220	8352	33407	36	1677	0.020870602265951103	0.2571428571428571	47.91428571428571	1.6326718560286901	4.32465200424194	1.256913021618904e-05	8.887717209484005e-06	2.950254175744372e-05	2.269426289034132e-05
AT3G52240	8353	33411	75	3270	0.022629969418960245	0.4189189189189189	44.189189189189186	0.927436382893254	3.35771803855896	1.1874905000759993e-05	7.659083588214916e-06	4.2826270293063464e-05	9.22411975542905e-06
AT3G52250	8354	33415	129	6849	0.018688859687545627	0.3984375	53.5078125	0.695053929095747	4.99283404350281	1.0079789491554198e-05	3.183091418385537e-06	3.043701140586954e-05	9.611687812379853e-06
AT3G52260	8355	33419	70	3080	0.022402597402597403	0.24285714285714285	44.63768115942029	0.98096681575277	3.86378588676453	1.9654088050314464e-05	2.3122456529781728e-06	2.042483660130719e-05	2.366603662484647e-05
AT3G52270	8356	33423	44	1911	0.02250130821559393	0.06818181818181818	44.44186046511628	2.5091809794306803	3.86122403144836	0.0	0.0	0.0	0.0
AT3G52300	8357	33427	38	1932	0.019151138716356108	0.05263157894736842	52.21621621621622	2.04479647177022	6.8369500160217305	0.0	0.0	3.0637254901960784e-05	6.127450980392157e-05
AT3G52310	8358	33431	58	3592	0.01586859688195991	0.05172413793103448	63.01754385964912	2.9414755228277896	9.51647205352783	5.199049316696376e-06	6.124636995866994e-06	0.0	0.0
AT3G52330	8359	33435	28	1138	0.023725834797891036	0.0	42.14814814814815	2.74023955693612	4.00557210445404	0.0	0.0	nan	nan
AT3G52340	8360	33439	47	2519	0.018261214767764985	0.2553191489361702	54.7608695652174	2.40225766942186	4.900993967056269	1.3422035480859012e-05	9.409731265521184e-06	5.106209150326797e-06	1.0212418300653594e-05
AT3G52350	8361	33443	13	483	0.024844720496894408	0.5	40.25	1.7350431285121202	2.11102397441864	0.0	0.0	8.510348583877996e-05	5.4890099048873566e-05
AT3G52390	8362	33447	41	2158	0.018535681186283594	0.1951219512195122	53.95	1.9351419844525901	3.3719160079956096	0.0	0.0	1.787173202614379e-05	2.1053439673292792e-05
AT3G52490	8364	33455	104	3394	0.030347672362993516	0.0	32.95145631067961	2.9645880141258196	7.56008410453796	0.0	0.0	nan	nan
AT3G52550	8367	33467	21	764	0.02617801047120419	0.1	38.2	2.13797844460136	2.51157600879669	0.0	0.0	0.00035743464052287585	0.00010212418300653594
AT3G52570	8368	33471	53	1813	0.028681742967457253	0.28846153846153844	34.86538461538461	2.87277587117293	7.8110979557037306	1.821674615792263e-05	1.4688366339482943e-05	7.89760348583878e-05	1.633986928104576e-05
AT3G52580	8369	33475	29	1475	0.018983050847457626	0.06896551724137931	52.67857142857143	1.79892650649354	4.69709005355835	0.0	0.0	0.0002553104575163399	0.0001646702971466207
AT3G52610	8370	33479	119	2089	0.05648635710866443	0.09243697478991597	17.703389830508474	1.47972624096606	3.23975396156311	1.1347131445170661e-06	2.2694262890341322e-06	1.2997623291740938e-05	1.5311592489667486e-05
AT3G52640	8371	33483	88	5514	0.015778019586507073	0.2840909090909091	63.37931034482759	1.16493345523658	8.76624402999878	4.21464882249196e-06	5.539996203779912e-06	4.656862745098039e-05	2.1738782182434756e-05
AT3G52660	8372	33487	62	3213	0.018985371926548398	0.2459016393442623	52.67213114754098	1.32462197682437	4.79338798522949	2.9305200341005966e-05	1.0202761165348871e-05	0.00010212418300653596	6.586811885864829e-05
AT3G52750	8373	33491	65	3337	0.01917890320647288	0.359375	52.140625	2.4723359537796203	9.7684718132019	1.4945002391200383e-06	2.9890004782400766e-06	8.880363739698778e-06	1.0656436487638533e-05
AT3G52820	8374	33495	102	3116	0.032413350449293964	0.0392156862745098	30.851485148514854	4.57626114276739	21.252226066589397	5.418834200346805e-06	4.168334000266773e-06	0.0	0.0
AT3G52840	8375	33499	70	5097	0.01353737492642731	0.0	73.86956521739131	2.39176420396734	6.27101593017578	0.0	0.0	nan	nan
AT3G52850	8376	33503	72	3786	0.018753301637612255	0.1111111111111111	53.32394366197183	1.1231866891553401	7.58812780380249	9.574142156862745e-07	1.914828431372549e-06	0.0	0.0
AT3G52870	8377	33507	67	2525	0.026138613861386138	0.05970149253731343	38.25757575757576	2.66730109229684	6.42010202407837	2.269426289034132e-06	2.6734526569260684e-06	0.0001940359477124183	6.127450980392157e-05
AT3G52880	8378	33511	81	3386	0.02362669816893089	0.037037037037037035	42.325	2.0686404827280302	9.22282614707947	0.0	0.0	2.0424836601307188e-05	4.0849673202614376e-05
AT3G52890	8379	33515	105	4042	0.025729836714497772	0.6470588235294118	38.86538461538462	1.0109293906510601	4.15748596191406	1.134713144517066e-05	7.861523273279218e-06	2.16627054862349e-06	2.5519320816112477e-06
AT3G52905	8381	33523	33	1723	0.01857225769007545	0.25	53.84375	3.9020124156442004	20.8211605072021	4.255174291938998e-05	2.7445049524436783e-05	7.659313725490196e-06	1.5318627450980392e-05
AT3G52930	8382	33527	89	2259	0.038955289951305885	0.033707865168539325	25.670454545454547	1.2204515178414	2.67153000831604	1.0212418300653594e-05	6.9971309577140495e-06	0.0	0.0
AT3G52940	8383	33531	54	3067	0.01728073035539615	0.18867924528301888	57.86792452830189	1.62310944176985	5.3531879901886	1.1874905000759993e-05	7.659083588214916e-06	1.4297385620915032e-05	1.6842751738634235e-05
AT3G52950	8384	33535	67	2395	0.02755741127348643	0.359375	36.28787878787879	1.45111701500416	4.5737199306487994	7.970667941973538e-06	1.1272226704711424e-05	6.926683716965047e-05	4.034461740409401e-05
AT3G52980	8385	33539	35	1223	0.027800490596892886	0.03125	35.970588235294116	3.3270910616274203	5.16853804588318	0.0	0.0	0.0	0.0
AT3G52990	8386	33543	81	3659	0.021863897239682975	0.1	45.7375	2.09684796298479	17.6833236694336	4.5388525780682645e-06	3.2094534367581136e-06	0.0	0.0
AT3G53000	8387	33547	68	2102	0.031874405328258804	0.1323529411764706	31.373134328358205	3.3098589965369998	13.7597520828247	2.2155754957350172e-05	7.833242286324886e-06	0.0	0.0
AT3G53030	8388	33551	77	2357	0.03224437844717862	0.07792207792207792	31.013157894736842	1.47524751666933	4.13057999610901	8.630212648439657e-07	1.7260425296879314e-06	0.00012935729847494553	4.084967320261437e-05
AT3G53040	8389	33555	95	1824	0.051535087719298246	0.0	19.404255319148938	2.65337688452319	5.44253797531128	6.660272804774083e-07	1.3320545609548167e-06	nan	nan
AT3G53090	8392	33567	96	5924	0.016036461850101283	0.3541666666666667	62.357894736842105	0.599974032092094	4.39693202972412	1.4824478178368122e-05	1.9765970904490834e-06	1.8021914648212227e-05	1.3803735694295531e-05
AT3G53100	8393	33571	52	2267	0.022496691662990738	0.5384615384615384	44.45098039215686	0.975191512006394	1.8347660064697298	2.127587145969499e-05	1.3722524762218392e-05	3.2096171802054156e-05	5.8356676003734815e-06
AT3G53110	8394	33575	56	2674	0.02056843679880329	0.3392857142857143	48.61818181818182	2.45495349551241	14.9175980567932	0.0	0.0	3.117475060199518e-05	2.203076790066993e-05
AT3G53120	8395	33579	40	1865	0.02091152815013405	0.175	47.82051282051282	1.5425217759318501	6.5233820438385	6.189344424638542e-06	7.4272133095662505e-06	0.0001137955182072829	8.753501400560224e-05
AT3G53130	8396	33583	148	4784	0.03072742474916388	0.11486486486486487	32.54421768707483	4.8556094563255705	32.3467163085937	3.8978695804021346e-06	2.5140503381163466e-06	5.406574394463668e-05	4.14112070828866e-05
AT3G53150	8397	33587	68	1693	0.039574719432959246	0.13432835820895522	25.268656716417908	5.21227035390006	13.6111060142517	2.7820036060401174e-05	4.930132972729323e-06	2.950254175744372e-05	3.877997342645938e-05
AT3G53160	8398	33591	28	1250	0.0216	0.10714285714285714	46.29629629629629	4.26287224653995	9.61413412094116	4.084967320261438e-05	2.6347247543459313e-05	0.0	0.0
AT3G53170	8399	33595	55	2411	0.022397345499792616	0.12727272727272726	44.64814814814815	2.52240939821516	4.79741201400757	2.3828976034858387e-05	1.1792284909918827e-05	7.294584500466853e-05	4.704865632760591e-05
AT3G53180	8400	33599	121	4597	0.026103980857080704	0.1322314049586777	38.30833333333334	2.43455235422292	20.6500801086426	8.558979147214441e-06	1.5561780267662628e-06	3.1913807189542485e-05	2.058378714332759e-05
AT3G53210	8402	33607	41	1804	0.022172949002217297	0.024390243902439025	45.099999999999994	4.67972257011815	14.8149662017822	8.169934640522877e-06	5.777016186164605e-06	0.0	0.0
AT3G53220	8403	33611	30	899	0.03225806451612903	0.0	31.0	3.5449281115281	5.64979205131531	0.0	0.0	nan	nan
AT3G53240	8404	33615	127	5368	0.02347242921013413	0.5039370078740157	42.6031746031746	2.99392318839377	34.4871610641479	2.334267040149393e-05	8.984598026604822e-06	8.297589869281045e-06	6.382761437908496e-06
AT3G53250	8405	33619	13	759	0.015810276679841896	0.0	63.25000000000001	2.4605120131844	3.13512201309204	0.0	0.0	nan	nan
AT3G53270	8406	33623	52	3123	0.01633045148895293	0.057692307692307696	61.23529411764706	1.2919151863817	5.83305792808533	1.1671335200746965e-05	5.775813017103098e-06	8.850762527233116e-05	6.808278867102396e-05
AT3G53320	8409	33635	62	3274	0.01863164324984728	0.13114754098360656	53.67213114754098	2.4973703757804997	6.96299796104431	1.1561228264890862e-06	2.312245652978172e-06	1.787173202614379e-05	2.1053439673292792e-05
AT3G53340	8410	33639	50	1877	0.02610548748002131	0.12	38.30612244897959	1.3626924172788901	4.17097601890564	1.392602495543672e-06	2.785204991087344e-06	1.0212418300653594e-05	2.0424836601307188e-05
AT3G53350	8411	33643	50	2591	0.018911617136240833	0.0	52.87755102040816	1.92460578956774	4.1740300655365	0.0	0.0	nan	nan
AT3G53360	8412	33647	68	2952	0.022696476964769646	0.36764705882352944	44.059701492537314	1.78680969193333	8.39408006668091	1.3774889800881594e-05	9.734525351458808e-06	8.006535947712417e-05	2.634724754345931e-05
AT3G53365	8413	33651	11	381	0.026246719160104987	0.0	38.1	1.5218094682693502	1.8433120250701898	0.0	0.0	nan	nan
AT3G53390	8414	33655	93	4310	0.02134570765661253	0.31868131868131866	46.847826086956516	1.21609413699172	8.183572006225589	9.224119755429055e-06	4.564755449000837e-06	9.15596123506874e-06	7.043047103899031e-06
AT3G53400	8415	33659	64	1922	0.032778355879292405	0.04918032786885246	30.507936507936506	1.8945901520368502	5.63816404342651	1.0564570655848546e-06	2.1129141311697092e-06	0.0	0.0
AT3G53440	8416	33663	57	1851	0.030253916801728797	0.0	33.05357142857142	1.73882082842645	5.403221893310549	0.0	0.0	nan	nan
AT3G53460	8417	33667	75	2498	0.029623698959167333	0.17391304347826086	33.75675675675676	1.42652781713827	4.11447803974152	1.1466574934067194e-05	4.0540464464313005e-06	1.1914488017429193e-05	1.4035626448861862e-05
