chromosome	gene_start	gene_end	gene_ID	start	end	segment_no	mean_h2az	max_h2az
CHR1	27491184	27494182	AT1G73100	27492191	27492221	4209	0.360432494	0.392214793
CHR1	27491184	27494182	AT1G73100	27492777	27493995	4210	0.45392793	0.679960209
CHR1	27494121	27496969	AT1G73110	27494841	27495003	4211	1.51000536	1.71605401
CHR1	27494121	27496969	AT1G73110	27495967	27496145	4212	1.520774508	1.93936801
CHR1	27498929	27502273	AT1G73130	27501743	27502651	4213	1.465614347	3.089456058
CHR1	27502021	27503834	AT1G73140	27501743	27502651	4214	1.465614347	3.089456058
CHR1	27502021	27503834	AT1G73140	27502952	27502996	4215	2.828692007	2.828692007
CHR1	27503973	27506406	AT1G73150	27505102	27505274	4216	1.681673595	2.186176002
CHR1	27511176	27514837	AT1G73170	27512166	27512417	4217	0.715788232	0.794031399
CHR1	27517891	27521710	AT1G73180	27518941	27520993	4218	0.641384536	1.823090029
CHR1	27523043	27526818	AT1G73200	27524078	27525916	4219	0.967562193	3.441051936
CHR1	27538190	27540235	AT1G73220	27539361	27539383	4220	8.318010044	8.318010044
CHR1	27538190	27540235	AT1G73220	27539673	27540141	4221	1.001422104	1.226229811
CHR1	27542147	27544920	AT1G73240	27542391	27543379	4222	1.578886474	3.111509967
CHR1	27562441	27565177	AT1G73310	27563671	27565057	4223	1.603562283	3.685186148
CHR1	27565394	27567222	AT1G73320	27565601	27566521	4224	5.22826502	9.399025917
CHR1	27573114	27575273	AT1G73340	27573717	27573999	4225	7.00817403	13.98385215
CHR1	27573114	27575273	AT1G73340	27574753	27574924	4226	1.329807341	1.457175589
CHR1	27578421	27582685	AT1G73360	27579477	27581115	4227	1.123845726	1.69602201
CHR1	27584364	27588978	AT1G73370	27585448	27585826	4228	8.855108795	19.64316621
CHR1	27584364	27588978	AT1G73370	27586879	27586987	4229	4.799385977	4.906067991
CHR1	27590810	27595752	AT1G73390	27591798	27593145	4230	0.505880141	0.765452003
CHR1	27598033	27600281	AT1G73400	27598961	27599723	4231	0.46351322	0.712433791
CHR1	27603655	27611120	AT1G73430	27604895	27608057	4232	0.354492864	1.061195588
CHR1	27603655	27611120	AT1G73430	27608796	27610852	4233	0.405234129	1.366941035
CHR1	27613420	27619095	AT1G73450	27615081	27618531	4234	0.366349291	1.533337805
CHR1	27619535	27625140	AT1G73460	27620361	27624795	4235	0.527984075	3.181843996
CHR1	27625116	27628325	AT1G73470	27626293	27626337	4236	1.088781399	1.114876598
CHR1	27625116	27628325	AT1G73470	27626692	27626724	4237	0.924201483	1.089847177
CHR1	27633183	27634990	AT1G73490	27633761	27633953	4238	0.943594091	1.184711814
CHR1	27650992	27654025	AT1G73570	27651879	27652053	4239	1.651965289	1.833009958
CHR1	27650992	27654025	AT1G73570	27652957	27653643	4240	1.293810679	2.603978014
CHR1	27688123	27690307	AT1G73650	27688858	27689306	4241	1.106227047	1.386907387
CHR1	27691893	27697372	AT1G73660	27692532	27693491	4242	1.145355321	2.120640039
CHR1	27691893	27697372	AT1G73660	27694237	27694345	4243	0.283558736	0.355031407
CHR1	27699871	27703449	AT1G73670	27701887	27702881	4244	0.725339156	1.474368024
CHR1	27703944	27707657	AT1G73680	27704893	27704921	4245	1.668961	1.771334004
CHR1	27714910	27717420	AT1G73690	27715665	27717119	4246	1.704861169	4.858010077
CHR1	27717380	27719741	AT1G73700	27718117	27718187	4247	1.906615984	1.942589974
CHR1	27721190	27724954	AT1G73710	27722195	27724139	4248	0.714696637	1.951053977
CHR1	27724991	27730031	AT1G73720	27725901	27729289	4249	0.417446548	1.007029819
CHR1	27730031	27732683	AT1G73730	27730581	27731710	4250	0.599603908	1.326231587
CHR1	27736546	27739210	AT1G73750	27737267	27737585	4251	1.219743947	1.368350029
CHR1	27763617	27766372	AT1G73840	27764047	27765477	4252	0.300077616	0.553958398
CHR1	27770870	27776883	AT1G73860	27771958	27772092	4253	2.956978679	3.242878008
CHR1	27770870	27776883	AT1G73860	27774560	27774602	4254	2.160790014	2.23234601
CHR1	27780855	27784920	AT1G73875	27782633	27784101	4255	0.369678127	0.795896792
CHR1	27787903	27788658	AT1G73890	27788236	27788285	4256	2.227700019	2.311576009
CHR1	27790737	27794928	AT1G73920	27792135	27792773	4257	0.370626996	0.488265198
CHR1	27790737	27794928	AT1G73920	27794275	27794653	4258	1.221628756	1.67895
CHR1	27795040	27798005	AT1G73930	27795489	27795985	4259	1.571103578	3.609800053
CHR1	27795040	27798005	AT1G73930	27796503	27797209	4260	1.481780553	2.477279949
CHR1	27799696	27804687	AT1G73950	27800056	27802512	4261	0.375057342	1.3186638
CHR1	27799696	27804687	AT1G73950	27803577	27803665	4262	0.786025953	1.012165427
CHR1	27804879	27814519	AT1G73960	27805269	27813575	4263	0.357584274	1.584922004
CHR1	27816778	27820170	AT1G73970	27818493	27819449	4264	0.415221439	0.78193301
CHR1	27816778	27820170	AT1G73970	27819947	27820032	4265	0.649667607	0.729499203
CHR1	27820060	27824127	AT1G73980	27822160	27823277	4266	0.589134662	1.315184763
CHR1	27824355	27829039	AT1G73990	27826065	27826237	4267	0.129781001	0.136232281
CHR1	27824355	27829039	AT1G73990	27827175	27828703	4268	0.801498223	1.976837224
CHR1	27839159	27842132	AT1G74030	27840496	27841101	4269	0.517132109	0.810288787
CHR1	27842109	27845782	AT1G74040	27843383	27843435	4270	1.202230698	1.222236395
CHR1	27842109	27845782	AT1G74040	27843690	27843758	4271	0.669726328	0.741097397
CHR1	27842109	27845782	AT1G74040	27844399	27845461	4272	0.976318373	2.36159302
CHR1	27846012	27846840	AT1G74045	27846076	27846613	4273	7.966077854	11.868472
CHR1	27849217	27851437	AT1G74060	27850113	27850167	4274	0.845475489	0.862872386
CHR1	27861116	27862822	AT1G74088	27862059	27862522	4275	5.314831403	11.90586205
CHR1	27862814	27864193	AT1G74090	27863706	27864011	4276	2.541168533	2.833337975
CHR1	27866667	27868368	AT1G74110	27867151	27867167	4277	0.991980386	0.991980386
CHR1	27871174	27873332	AT1G74120	27871835	27872217	4278	0.873675639	1.028886807
CHR1	27871174	27873332	AT1G74120	27872267	27872662	4279	0.867780081	1.145155799
CHR1	27880380	27883857	AT1G74150	27881797	27881828	4280	4.095641899	4.205095911
CHR1	27880380	27883857	AT1G74150	27882761	27883729	4281	2.402782115	2.935682058
CHR1	27885911	27891436	AT1G74160	27887949	27888955	4282	1.583729437	3.524557972
CHR1	27885911	27891436	AT1G74160	27889429	27890917	4283	0.831686859	2.339845586
CHR1	27891494	27896436	AT1G74170	27892491	27895353	4284	0.696649404	1.797795963
CHR1	27897040	27902025	AT1G74180	27897417	27900687	4285	1.024475008	4.161275959
CHR1	27902590	27906168	AT1G74190	27905883	27905995	4286	1.252187284	1.314848614
CHR1	27906909	27909358	AT1G74200	27907895	27909061	4287	0.70724336	1.156875229
CHR1	27910314	27912941	AT1G74210	27911487	27913277	4288	1.139501581	7.636638069
CHR1	27912931	27914161	AT1G74220	27911487	27913277	4289	1.139501581	7.636638069
CHR1	27914602	27917097	AT1G74230	27915769	27916763	4290	0.432414336	1.725162563
CHR1	27917249	27920192	AT1G74240	27919346	27919837	4291	0.999310564	1.449015999
CHR1	27920241	27922722	AT1G74250	27920943	27922722	4292	0.453109974	1.365634811
CHR1	27922725	27927962	AT1G74260	27922725	27927377	4293	0.895814448	3.593397999
CHR1	27928171	27929537	AT1G74270	27928509	27928622	4294	1.102239132	1.473076415
CHR1	27929643	27931364	AT1G74280	27930326	27930819	4295	3.243198266	5.092529964
CHR1	27931836	27934268	AT1G74290	27932461	27932847	4296	2.735316583	4.258777952
CHR1	27936508	27940369	AT1G74310	27937215	27937501	4297	0.296507794	0.520348591
CHR1	27940594	27943204	AT1G74320	27941922	27942830	4298	0.556156923	0.914566207
CHR1	27943243	27947886	AT1G74330	27944466	27946247	4299	0.502915816	1.42396059
CHR1	27948045	27951668	AT1G74340	27948789	27951029	4300	0.594621077	1.931027615
CHR1	27949022	27951413	AT1G74350	27948789	27951029	4301	0.594621077	1.931027615
CHR1	27954129	27958114	AT1G74360	27955873	27955936	4302	0.661320697	0.769428593
CHR1	27954129	27958114	AT1G74360	27956381	27956533	4303	0.493256548	0.609130192
CHR1	27954129	27958114	AT1G74360	27956924	27956988	4304	0.633540994	0.739751989
CHR1	27954129	27958114	AT1G74360	27957438	27957644	4305	0.749826083	0.984645796
CHR1	27958086	27959400	AT1G74370	27958357	27958441	4306	1.836808568	1.870837975
CHR1	27958293	27958633	AT1G09443	27958357	27958441	4307	1.836808568	1.870837975
CHR1	27959527	27961487	AT1G74380	27960727	27961011	4308	1.022124021	1.267867994
CHR1	27961537	27963954	AT1G74390	27961818	27962725	4309	2.084018693	3.562030029
CHR1	27965534	27967926	AT1G74410	27967253	27967915	4310	0.475933521	0.930718601
CHR1	27966970	27967335	AT1G09447	27967253	27967915	4311	0.475933521	0.930718601
CHR1	27967724	27968657	AT1G09453	27967253	27967915	4312	0.475933521	0.930718601
CHR1	27967771	27969965	AT1G74420	27967253	27967915	4313	0.475933521	0.930718601
CHR1	27967771	27969965	AT1G74420	27968773	27969235	4314	2.893007905	4.629811954
CHR1	27991165	27993445	AT1G74470	27992694	27992929	4315	1.71546067	1.895395994
CHR1	27994652	27996794	AT1G74490	27995874	27995876	4316	2.447128057	2.447128057
CHR1	28005264	28007748	AT1G74510	28006293	28007237	4317	1.562270747	3.496577978
CHR1	28009465	28012634	AT1G74530	28010947	28011056	4318	1.467914981	1.542289972
CHR1	28013118	28015826	AT1G74545	28013447	28014329	4319	2.437440829	6.027872038
CHR1	28013180	28015049	AT1G74540	28013447	28014329	4320	2.437440829	6.027872038
CHR1	28016045	28017711	AT1G74550	28017023	28017928	4321	0.462627422	0.929508418
CHR1	28016582	28017771	AT1G09487	28017023	28017928	4322	0.462627422	0.929508418
CHR1	28017584	28020059	AT1G74560	28017023	28017928	4323	0.462627422	0.929508418
CHR1	28017584	28020059	AT1G74560	28018861	28019053	4324	0.623959434	0.669770592
CHR1	28020548	28023905	AT1G74580	28021041	28024613	4325	2.721925103	19.23806362
CHR1	28023627	28024860	AT1G74590	28021041	28024613	4326	2.721925103	19.23806362
CHR1	28024840	28027869	AT1G74600	28025463	28026579	4327	0.937157541	2.096293974
CHR1	28030465	28032556	AT1G74630	28031416	28032233	4328	5.96781288	15.5351922
CHR1	28032562	28034863	AT1G74640	28033507	28033965	4329	2.220610683	4.991939926
CHR1	28032562	28034863	AT1G74640	28034339	28034448	4330	4.26928583	4.564545965
CHR1	28059108	28061130	AT1G74680	28060523	28060679	4331	0.954488191	1.001511788
CHR1	28061159	28064771	AT1G74690	28061498	28063495	4332	1.050908204	2.511393976
CHR1	28065014	28067423	AT1G74700	28066085	28066855	4333	0.876687153	1.613142788
CHR1	28070295	28074177	AT1G74710	28072849	28072942	4334	1.224873269	1.273679996
CHR1	28074927	28078831	AT1G74720	28076920	28078053	4335	2.405497454	10.87997789
CHR1	28079946	28082671	AT1G74740	28080801	28081470	4336	0.807223849	1.274927002
CHR1	28085753	28089642	AT1G74750	28086637	28089367	4337	0.521059315	1.528512001
CHR1	28089172	28094956	AT1G74770	28086637	28089367	4338	0.521059315	1.528512001
CHR1	28089172	28094956	AT1G74770	28091630	28092233	4339	1.345273028	2.797752023
CHR1	28095729	28098225	AT1G74780	28096821	28096893	4340	2.688647878	2.954816079
CHR1	28095729	28098225	AT1G74780	28097251	28097925	4341	1.873873706	3.687214017
CHR1	28098464	28101896	AT1G74790	28099726	28101524	4342	0.994237588	4.642922115
CHR1	28101762	28105193	AT1G74800	28102464	28103949	4343	2.139276876	9.655138302
CHR1	28107822	28111940	AT1G74810	28108634	28108713	4344	2.405832696	2.434006023
CHR1	28107822	28111940	AT1G74810	28109930	28109964	4345	8.070577049	8.956380081
CHR1	28111808	28112579	AT1G74820	28112155	28112419	4346	1.824617004	2.317206001
CHR1	28113194	28115281	AT1G74830	28113657	28114333	4347	4.420687612	12.23912411
CHR1	28113194	28115281	AT1G74830	28114637	28115060	4348	3.891201146	5.558225918
CHR1	28118664	28122577	AT1G74850	28119247	28121657	4349	1.338151667	3.954626036
CHR1	28123301	28126076	AT1G74860	28124327	28125457	4350	0.535668522	0.807080013
CHR1	28133933	28135667	AT1G74900	28134730	28136949	4351	0.85445903	2.782515621
CHR1	28134653	28135270	AT1G09517	28134730	28136949	4352	0.85445903	2.782515621
CHR1	28135361	28138971	AT1G74910	28134730	28136949	4353	0.85445903	2.782515621
CHR1	28138997	28142837	AT1G74920	28141330	28141373	4354	1.248564982	1.333373976
CHR1	28138997	28142837	AT1G74920	28141635	28141750	4355	1.101960192	1.630890995
CHR1	28148574	28150446	AT1G74950	28148909	28149377	4356	1.581808577	1.80780021
CHR1	28151920	28156350	AT1G74960	28152775	28154983	4357	0.754032188	2.072412038
CHR1	28164828	28170113	AT1G75010	28165561	28166380	4358	0.555487046	0.713442403
CHR1	28164828	28170113	AT1G75010	28167180	28168198	4359	0.401769428	0.583781204
CHR1	28170752	28173678	AT1G75020	28172200	28173185	4360	0.729001257	1.870136201
CHR1	28190740	28194068	AT1G75100	28191311	28192649	4361	2.427326556	9.426820183
CHR1	28196857	28198945	AT1G75120	28197119	28198661	4362	1.597951132	3.746490049
CHR1	28202053	28204362	AT1G75140	28202787	28203020	4363	2.59348159	3.690483952
CHR1	28204387	28208590	AT1G75150	28205969	28206157	4364	2.181283622	2.393292046
CHR1	28204387	28208590	AT1G75150	28207190	28207343	4365	6.736620021	7.747988033
CHR1	28213666	28215887	AT1G75170	28215436	28215739	4366	1.47544338	1.807364821
CHR1	28220626	28223785	AT1G75200	28221176	28222087	4367	1.52032752	5.683319998
CHR1	28223836	28229082	AT1G75210	28225153	28227945	4368	0.373905194	0.988377589
CHR1	28229026	28233134	AT1G75220	28229633	28231099	4369	0.426237894	0.721960992
CHR1	28254820	28257236	AT1G75295	28255600	28256099	4370	1.695536376	2.713874614
CHR1	28255495	28257040	AT1G75300	28255600	28256099	4371	1.695536376	2.713874614
CHR1	28260801	28266323	AT1G75310	28261665	28264801	4372	0.51762147	1.683995819
CHR1	28266259	28268416	AT1G75330	28266727	28267043	4373	0.585591794	0.776635194
CHR1	28268968	28272081	AT1G75340	28269447	28270951	4374	0.448090469	0.930727381
CHR1	28276281	28280033	AT1G75370	28276933	28277350	4375	0.78961302	1.068785191
CHR1	28281195	28284168	AT1G75380	28282431	28283134	4376	0.555951249	0.717199999
CHR1	28296886	28299768	AT1G75400	28298077	28299393	4377	0.624301967	1.941463554
CHR1	28299786	28302728	AT1G75410	28300890	28300947	4378	1.761534786	1.91189158
CHR1	28305218	28307548	AT1G75420	28306559	28306617	4379	0.639879492	0.680761594
CHR1	28346998	28348776	AT1G75510	28347529	28347835	4380	0.700840836	1.185870826
CHR1	28371141	28373301	AT1G75560	28371345	28372213	4381	0.308405862	0.541780788
CHR1	28408134	28415118	AT1G75660	28409761	28414837	4382	0.505957873	2.695989823
CHR1	28415152	28416961	AT1G75670	28415619	28415874	4383	0.582539867	0.631746203
CHR1	28417052	28419635	AT1G75680	28417711	28417817	4384	1.742883873	1.801506019
CHR1	28423495	28425112	AT1G75700	28424353	28424487	4385	1.791887347	1.946358013
CHR1	28435625	28439835	AT1G75730	28436291	28436475	4386	2.753534861	3.048550081
CHR1	28435625	28439835	AT1G75730	28437012	28437069	4387	1.445307982	1.454585981
CHR1	28446632	28448735	AT1G75760	28447193	28447403	4388	0.68062707	0.760022402
CHR1	28451138	28453820	AT1G75780	28451587	28451817	4389	4.984013659	7.495436144
CHR1	28451154	28451792	AT1G75785	28451587	28451817	4390	4.984013659	7.495436144
CHR1	28475649	28477802	AT1G75840	28476562	28477413	4391	0.721924048	1.33437078
CHR1	28477768	28483946	AT1G75850	28478281	28482679	4392	0.403084244	2.004410005
CHR1	28490443	28492578	AT1G75880	28491978	28492229	4393	2.27274665	3.343631935
CHR1	28501434	28503283	AT1G75910	28502439	28502486	4394	5.068462342	5.887442052
CHR1	28522554	28524418	AT1G75980	28522971	28523094	4395	0.897772006	0.908579004
CHR1	28524404	28526848	AT1G75990	28524827	28525667	4396	1.608471505	3.845364022
CHR1	28528059	28531771	AT1G76010	28528841	28529053	4397	0.129554379	0.149771258
CHR1	28533710	28537194	AT1G76030	28535082	28536533	4398	0.432522936	0.813872802
CHR1	28540784	28543227	AT1G76050	28541605	28542195	4399	0.876967771	1.261255616
CHR1	28560629	28564159	AT1G76130	28561991	28562081	4400	1.90482467	2.210508013
CHR1	28560629	28564159	AT1G76130	28562455	28563117	4401	1.016904856	3.061185378
CHR1	28560629	28564159	AT1G76130	28563703	28563752	4402	2.106557012	2.152103996
CHR1	28571119	28575036	AT1G76140	28572349	28574058	4403	0.796085138	2.088064003
CHR1	28574740	28577700	AT1G76150	28576185	28576423	4404	1.245307838	1.617885613
CHR1	28577842	28581315	AT1G76160	28578476	28578547	4405	8.144879913	8.741801929
CHR1	28583850	28586418	AT1G76170	28584329	28585535	4406	1.5652224	2.171678603
CHR1	28592059	28592820	AT1G76190	28592347	28592398	4407	3.534202933	3.62782793
CHR1	28593211	28594750	AT1G76200	28593781	28593921	4408	1.36173898	1.617841983
CHR1	28593211	28594750	AT1G76200	28594028	28594191	4409	0.45026425	0.597235397
CHR1	28610193	28613263	AT1G76260	28611873	28612919	4410	0.393396868	0.700834793
CHR1	28613207	28616785	AT1G76270	28613802	28615151	4411	0.332953286	0.672613585
CHR1	28617577	28622777	AT1G76280	28618101	28622011	4412	0.557876498	3.715919971
CHR1	28631223	28634588	AT1G76320	28632443	28633494	4413	0.442240897	0.613739604
CHR1	28634881	28636968	AT1G76340	28635100	28636165	4414	2.270680728	5.189167976
CHR1	28639453	28643086	AT1G76350	28641342	28642409	4415	0.925589848	1.962523413
CHR1	28648327	28650577	AT1G76370	28649183	28649410	4416	9.793785469	12.90830021
CHR1	28651069	28654660	AT1G76380	28651695	28652499	4417	0.865460571	1.461317003
CHR1	28655208	28658086	AT1G09627	28655959	28657853	4418	0.722769889	3.556369376
CHR1	28655208	28658711	AT1G76390	28655959	28657853	4419	0.722769889	3.556369376
CHR1	28658554	28661710	AT1G76400	28658737	28661033	4420	0.512713177	1.162966597
CHR1	28661789	28663826	AT1G76405	28662774	28663157	4421	0.681156759	0.760402793
CHR1	28686181	28689208	AT1G76460	28686601	28686829	4422	0.361858835	0.405166197
CHR1	28686181	28689208	AT1G76460	28687371	28687473	4423	0.466945197	0.538188601
CHR1	28708339	28712968	AT1G76510	28708969	28709515	4424	1.133088997	1.972709799
CHR1	28708339	28712968	AT1G76510	28710821	28712193	4425	0.35788467	0.67284981
CHR1	28714765	28717910	AT1G76520	28716739	28717007	4426	1.136598996	1.355673206
CHR1	28718069	28720371	AT1G76530	28719435	28719781	4427	1.98165051	2.406204009
CHR1	28720328	28722550	AT1G76540	28720511	28720985	4428	3.613045182	5.184599972
CHR1	28734207	28738967	AT1G76580	28735531	28738503	4429	0.415399431	1.128380221
CHR1	28756521	28759332	AT1G76620	28757984	28758450	4430	2.579996603	3.388613963
CHR1	28759478	28765042	AT1G76630	28760535	28764199	4431	0.39807126	0.78149339
CHR1	28768759	28771538	AT1G76660	28769733	28770165	4432	1.603939409	2.390295935
CHR1	28780408	28783257	AT1G76700	28780629	28782327	4433	0.680233857	2.497283959
CHR1	28786290	28787328	AT1G76705	28786821	28786861	4434	2.725307012	2.862616014
CHR1	28789698	28792719	AT1G76710	28790079	28791379	4435	1.139273214	3.598228073
CHR1	28789698	28792719	AT1G76710	28792069	28792099	4436	2.564662004	2.564662004
CHR1	28794144	28800402	AT1G76720	28795768	28796559	4437	1.716037651	2.597236061
CHR1	28794144	28800402	AT1G76720	28797868	28798011	4438	2.587819558	2.649628067
CHR1	28805114	28810647	AT1G76740	28805617	28806977	4439	3.395300603	10.11434622
CHR1	28813454	28814378	AT1G76770	28813531	28813834	4440	3.124712311	3.645754051
CHR1	28814434	28822256	AT1G76780	28816368	28821345	4441	1.615433748	4.046760082
CHR1	28816622	28817970	AT1G09673	28816368	28821345	4442	1.615433748	4.046760082
CHR1	28822186	28823727	AT1G76790	28822393	28822497	4443	7.140733314	7.773585987
CHR1	28830902	28836748	AT1G76810	28831473	28835739	4444	0.456824882	0.868079579
CHR1	28837573	28842566	AT1G76820	28839791	28840757	4445	3.128760831	6.99459393
CHR1	28847871	28854499	AT1G76850	28849185	28853669	4446	0.44333744	1.501912022
CHR1	28881539	28885023	AT1G76900	28883419	28884361	4447	0.411493446	0.795524186
CHR1	28891976	28893721	AT1G76920	28892919	28893295	4448	2.632495014	7.663213944
CHR1	28902318	28904420	AT1G76940	28902788	28903027	4449	0.651261034	0.810051608
CHR1	28906441	28911584	AT1G76950	28907888	28911227	4450	1.4423252	3.465408087
CHR1	28922415	28925468	AT1G76970	28922975	28924109	4451	1.213545166	3.440184116
CHR1	28932119	28936371	AT1G76990	28934203	28934459	4452	2.582095675	3.826968026
CHR1	28940147	28942639	AT1G77000	28941891	28941975	4453	0.785209465	0.837938201
CHR1	28940147	28942639	AT1G77000	28942144	28942163	4454	1.889606869	2.934894145
CHR1	28942710	28944827	AT1G77010	28943595	28944169	4455	1.685725607	2.405953932
CHR1	28944843	28947186	AT1G77020	28945311	28945529	4456	2.880676365	3.051039934
CHR1	28947743	28951655	AT1G77030	28948078	28950989	4457	0.808257586	2.227929997
CHR1	28965772	28967015	AT1G77100	28965847	28965909	4458	1.996332788	2.247479987
CHR1	28975255	28977417	AT1G77120	28976578	28976668	4459	0.358895999	0.404192996
CHR1	28978864	28981345	AT1G77130	28979089	28980501	4460	1.100326275	3.51838603
CHR1	28982766	28983469	AT1G77138	28982851	28983229	4461	2.048671028	2.599056029
CHR1	28983934	28988035	AT1G77140	28984591	28986491	4462	0.689380296	3.200980091
CHR1	28983934	28988035	AT1G77140	28987173	28987399	4463	2.323149838	3.912289953
CHR1	28998038	28999600	AT1G77170	28998407	28998623	4464	3.426472034	4.136048031
CHR1	28999577	29002143	AT1G77180	29000044	29001097	4465	0.540517155	0.849930811
CHR1	29012674	29015846	AT1G77220	29013722	29015105	4466	0.459678395	0.715002
CHR1	29016120	29019768	AT1G77230	29016721	29016816	4467	0.824600128	0.876790392
CHR1	29016120	29019768	AT1G77230	29017620	29019361	4468	0.86880533	4.099905753
CHR1	29016520	29016828	AT1G77235	29016721	29016816	4469	0.824600128	0.876790392
CHR1	29017958	29019789	AT1G77240	29017620	29019361	4470	0.86880533	4.099905753
CHR1	29020176	29023474	AT1G77250	29020739	29022707	4471	0.725185817	2.870443964
CHR1	29023712	29027108	AT1G77260	29024607	29025194	4472	0.862175932	1.275671601
CHR1	29027753	29031386	AT1G77270	29028583	29029705	4473	2.82249856	3.439445972
CHR1	29027753	29031386	AT1G77270	29030740	29030765	4474	2.652995992	2.791443992
CHR1	29027753	29031386	AT1G77270	29031363	29033655	4475	0.539163851	1.752191997
CHR1	29030998	29034822	AT1G77280	29031363	29033655	4476	0.539163851	1.752191997
CHR1	29039922	29049454	AT1G77300	29040293	29048755	4477	0.406445836	1.638389802
CHR1	29051498	29056431	AT1G77310	29052261	29056141	4478	0.739875359	3.969696045
CHR1	29056427	29062978	AT1G77320	29057760	29061695	4479	0.415262975	1.279645991
CHR1	29070225	29071899	AT1G77350	29071233	29071501	4480	0.508319795	0.679463595
CHR1	29071983	29073729	AT1G77360	29072734	29073211	4481	2.354515076	3.274707961
CHR1	29074879	29077390	AT1G77380	29075285	29075800	4482	2.427958985	4.789291906
CHR1	29081654	29084285	AT1G77390	29082144	29083516	4483	1.579206784	3.353488016
CHR1	29087126	29088521	AT1G77405	29088149	29088241	4484	0.751840725	1.081924576
CHR1	29088657	29093264	AT1G77410	29089817	29091351	4485	1.277610001	1.978328645
CHR1	29093499	29095719	AT1G77420	29095214	29095689	4486	0.416854283	0.7451258
CHR1	29096020	29098494	AT1G77440	29097329	29097881	4487	0.479142748	0.658390987
CHR1	29103608	29111956	AT1G77460	29104677	29110635	4488	0.756469388	2.81825465
CHR1	29103608	29111956	AT1G77460	29111441	29111493	4489	0.553782991	0.558080989
CHR1	29111948	29114548	AT1G77470	29113265	29113842	4490	0.457369786	0.80030241
CHR1	29114449	29117344	AT1G77480	29115241	29116063	4491	0.765396163	1.330843404
CHR1	29117500	29121093	AT1G77490	29119149	29119573	4492	1.835324202	2.212116027
CHR1	29121226	29125204	AT1G77500	29124195	29124912	4493	0.576419117	1.199146605
CHR1	29135904	29137640	AT1G77530	29136671	29136739	4494	3.582834053	3.674166059
CHR1	29138277	29143050	AT1G77550	29138795	29142031	4495	0.892085142	3.044411612
CHR1	29144025	29147646	AT1G77580	29144675	29146111	4496	2.332534871	5.901806021
CHR1	29148160	29152395	AT1G77590	29148790	29148824	4497	13.91966709	16.00229015
CHR1	29148160	29152395	AT1G77590	29148919	29148965	4498	10.342487	10.73111601
CHR1	29148160	29152395	AT1G77590	29149326	29151587	4499	1.333213414	3.290946007
CHR1	29152642	29162448	AT1G77600	29153601	29161258	4500	0.964695892	3.235773969
CHR1	29165170	29167773	AT1G77610	29166623	29167484	4501	0.791760822	1.661380005
CHR1	29167764	29173032	AT1G77620	29167999	29169347	4502	0.561119889	0.764819604
CHR1	29167764	29173032	AT1G77620	29170481	29171461	4503	0.298208322	0.412166393
CHR1	29188843	29191079	AT1G77670	29189459	29189733	4504	5.753260535	10.36839209
CHR1	29191720	29196290	AT1G77680	29192499	29195001	4505	1.011886517	3.025023854
CHR1	29210496	29214135	AT1G77720	29211770	29213431	4506	0.925039874	2.390323949
CHR1	29220349	29224426	AT1G77740	29223553	29223651	4507	1.973272991	1.999368
CHR1	29235721	29239484	AT1G77760	29236695	29236721	4508	4.199770951	4.494117928
CHR1	29246074	29248150	AT1G77770	29246493	29247068	4509	2.360923162	5.144184065
CHR1	29253332	29260617	AT1G77800	29254475	29260617	4510	0.492595333	2.946988058
CHR1	29260621	29263119	AT1G77810	29260621	29261757	4511	0.514401858	0.699950206
CHR1	29268336	29270700	AT1G77840	29269940	29270147	4512	1.192662854	1.839072037
CHR1	29272074	29275507	AT1G77850	29274351	29274453	4513	1.947924948	2.161000013
CHR1	29292075	29296160	AT1G77890	29293312	29295345	4514	0.721866403	1.614782023
CHR1	29298243	29300945	AT1G77920	29299787	29300299	4515	1.028005148	1.717296004
CHR1	29300971	29303570	AT1G77930	29301906	29302347	4516	0.379757484	0.680129388
CHR1	29333412	29336484	AT1G78010	29334717	29335076	4517	0.939667323	1.265976191
CHR1	29333412	29336484	AT1G78010	29335437	29335479	4518	3.31005199	3.611541986
CHR1	29347581	29349755	AT1G78050	29348977	29349071	4519	1.322248673	1.391032004
CHR1	29349679	29352946	AT1G78060	29349991	29350347	4520	1.346957159	2.710396028
CHR1	29354944	29359032	AT1G78070	29357343	29358001	4521	1.594746975	3.196203995
CHR1	29393813	29396105	AT1G78120	29394532	29395189	4522	2.651078101	3.900800085
CHR1	29400094	29401675	AT1G09783	29401003	29402673	4523	0.867255149	1.951322031
CHR1	29400140	29401902	AT1G78130	29401003	29402673	4524	0.867255149	1.951322031
CHR1	29401759	29404025	AT1G78140	29401003	29402673	4525	0.867255149	1.951322031
CHR1	29404648	29406752	AT1G78150	29405741	29406205	4526	0.632357526	1.003207207
CHR1	29407608	29410484	AT1G78160	29408555	29409045	4527	3.665738575	5.519949913
CHR1	29416837	29418561	AT1G78180	29417937	29418243	4528	3.7203389	4.504196048
CHR1	29430052	29432764	AT1G78230	29431842	29431868	4529	3.446397042	4.259068084
CHR1	29432829	29436674	AT1G78240	29433786	29434023	4530	1.867634691	3.786252266
CHR1	29452555	29457373	AT1G78280	29453889	29456642	4531	0.522127153	1.444001985
CHR1	29467412	29468394	AT1G78320	29468148	29468181	4532	3.386132956	3.54270196
